country,year_,CountryID
USA,2015,1500
Greece,2015,1501
Germany,2015,1502
USA,2015,1503
Spain,2015,1504
China,2015,1505
South Africa,2015,1506
South Korea,2015,1507
Portugal,2015,1508
United Kingdom,2015,1509
South Korea,2015,1510
Thailand,2015,1511
Belgium,2015,1512
China,2015,1513
USA,2015,1514
China,2015,1515
Germany,2015,1516
Italy,2015,1517
Germany,2015,1518
Hong Kong,2015,1519
Japan,2015,1520
Belgium,2015,1521
Brazil,2015,1522
USA,2015,1523
USA,2015,1524
United Kingdom,2015,1525
USA,2015,1526
Italy,2015,1527
Germany,2015,1528
Italy,2015,1529
Italy,2015,1530
China,2015,1531
USA,2015,1532
United Kingdom,2015,1533
Mexico,2015,1534
Australia,2015,1535
United Kingdom,2015,1536
Canada,2015,1537
Spain,2015,1538
USA,2015,1539
United Kingdom,2015,1540
India,2015,1541
Italy,2015,1542
United Kingdom,2015,1543
Italy,2015,1544
Germany,2015,1545
Germany,2015,1546
Austria,2015,1547
Netherlands,2015,1548
Israel,2015,1549
USA,2015,1550
USA,2015,1551
Canada,2015,1552
USA,2015,1553
Hong Kong,2015,1554
Sweden,2015,1555
Denmark,2015,1556
New Zealand,2015,1557
Germany,2015,1558
USA,2015,1559
USA,2015,1560
USA,2015,1561
Canada,2015,1562
Spain,2015,1563
USA,2015,1564
USA,2015,1565
Finland,2015,1566
Argentina,2015,1567
Canada,2015,1568
Italy,2015,1569
Spain,2015,1570
France,2015,1571
Germany,2015,1572
Hong Kong,2015,1573
Germany,2015,1574
Spain,2015,1575
Chile,2015,1576
Italy,2015,1577
USA,2015,1578
India,2015,1579
USA,2015,1580
USA,2015,1581
Italy,2015,1582
Finland,2015,1583
South Korea,2015,1584
France,2015,1585
Taiwan,2015,1586
Italy,2015,1587
USA,2015,1588
China,2015,1589
South Korea,2015,1590
China,2015,1591
Japan,2015,1592
Italy,2015,1593
USA,2015,1594
Austria,2015,1595
China,2015,1596
Italy,2015,1597
Spain,2015,1598
USA,2015,1599
China,2015,1600
South Korea,2015,1601
Sweden,2015,1602
USA,2015,1603
Brazil,2015,1604
United Kingdom,2015,1605
Russia,2015,1606
Taiwan,2015,1607
Netherlands,2015,1608
USA,2015,1609
China,2015,1610
Italy,2015,1611
USA,2015,1612
China,2015,1613
USA,2015,1614
China,2015,1615
Sweden,2015,1616
Canada,2015,1617
Japan,2015,1618
Japan,2015,1619
China,2015,1620
Finland,2015,1621
South Korea,2015,1622
China,2015,1623
USA,2015,1624
Chile,2015,1625
United Kingdom,2015,1626
Austria,2015,1627
USA,2015,1628
USA,2015,1629
France,2015,1630
Spain,2015,1631
Italy,2015,1632
South Korea,2015,1633
South Korea,2015,1634
Spain,2015,1635
Ireland,2015,1636
USA,2015,1637
China,2015,1638
China,2015,1639
Spain,2015,1640
USA,2015,1641
Finland,2015,1642
China,2015,1643
USA,2015,1644
USA,2015,1645
Italy,2015,1646
Finland,2015,1647
India,2015,1648
Australia,2015,1649
Germany,2015,1650
Poland,2015,1651
South Korea,2015,1652
United Kingdom,2015,1653
USA,2015,1654
Canada,2015,1655
Italy,2015,1656
Japan,2015,1657
Hungary,2015,1658
Greece,2015,1659
USA,2015,1660
Iceland,2015,1661
Poland,2015,1662
USA,2015,1663
Germany,2015,1664
Japan,2015,1665
USA,2015,1666
Australia,2015,1667
Japan,2015,1668
USA,2015,1669
Turkey,2015,1670
France,2015,1671
United Kingdom,2015,1672
Japan,2015,1673
Japan,2015,1674
France,2015,1675
USA,2015,1676
China,2015,1677
South Africa,2015,1678
China,2015,1679
USA,2015,1680
Japan,2015,1681
Malaysia,2015,1682
USA,2015,1683
Spain,2015,1684
Spain,2015,1685
Japan,2015,1686
Germany,2015,1687
USA,2015,1688
USA,2015,1689
Germany,2015,1690
India,2015,1691
Germany,2015,1692
USA,2015,1693
Australia,2015,1694
South Korea,2015,1695
China,2015,1696
Germany,2015,1697
Malaysia,2015,1698
France,2015,1699
Italy,2015,1700
Japan,2015,1701
Canada,2015,1702
Italy,2015,1703
Slovenia,2015,1704
France,2015,1705
United Kingdom,2015,1706
Portugal,2015,1707
USA,2015,1708
USA,2015,1709
USA,2015,1710
South Korea,2015,1711
Japan,2015,1712
Japan,2015,1713
China,2015,1714
Greece,2015,1715
USA,2015,1716
Germany,2015,1717
Japan,2015,1718
USA,2015,1719
Germany,2015,1720
Israel,2015,1721
USA,2015,1722
Australia,2015,1723
Japan,2015,1724
United Kingdom,2015,1725
Brazil,2015,1726
Norway,2015,1727
Italy,2015,1728
Japan,2015,1729
China,2015,1730
Italy,2015,1731
Thailand,2015,1732
New Zealand,2015,1733
India,2015,1734
Germany,2015,1735
Germany,2015,1736
Estonia,2015,1737
Canada,2015,1738
France,2015,1739
United Kingdom,2015,1740
Australia,2015,1741
Taiwan,2015,1742
USA,2015,1743
Taiwan,2015,1744
United Kingdom,2015,1745
USA,2015,1746
Japan,2015,1747
France,2015,1748
USA,2015,1749
USA,2015,1750
Croatia,2015,1751
Germany,2015,1752
China,2015,1753
USA,2015,1754
Japan,2015,1755
USA,2015,1756
Portugal,2015,1757
Ireland,2015,1758
Spain,2015,1759
South Korea,2015,1760
Italy,2015,1761
France,2015,1762
Taiwan,2015,1763
Taiwan,2015,1764
Denmark,2015,1765
USA,2015,1766
USA,2015,1767
United Kingdom,2015,1768
Saudi Arabia,2015,1769
Italy,2015,1770
USA,2015,1771
China,2015,1772
Switzerland,2015,1773
Austria,2015,1774
Italy,2015,1775
Italy,2015,1776
Finland,2015,1777
South Korea,2015,1778
Australia,2015,1779
France,2015,1780
South Korea,2015,1781
Greece,2015,1782
Brazil,2015,1783
Austria,2015,1784
USA,2015,1785
China,2015,1786
United Kingdom,2015,1787
New Zealand,2015,1788
Brazil,2015,1789
USA,2015,1790
USA,2015,1791
USA,2015,1792
Canada,2015,1793
United Kingdom,2015,1794
Australia,2015,1795
India,2015,1796
United Kingdom,2015,1797
Japan,2015,1798
Japan,2015,1799
USA,2015,1800
India,2015,1801
South Korea,2015,1802
Spain,2015,1803
United Kingdom,2015,1804
USA,2015,1805
USA,2015,1806
USA,2015,1807
Japan,2015,1808
USA,2015,1809
Malaysia,2015,1810
Canada,2015,1811
Portugal,2015,1812
Australia,2015,1813
India,2015,1814
China,2015,1815
USA,2015,1816
Hungary,2015,1817
France,2015,1818
Japan,2015,1819
Australia,2015,1820
Australia,2015,1821
Japan,2015,1822
Turkey,2015,1823
Japan,2015,1824
USA,2015,1825
USA,2015,1826
China,2015,1827
South Korea,2015,1828
Portugal,2015,1829
Italy,2015,1830
United Kingdom,2015,1831
United Kingdom,2015,1832
France,2015,1833
Turkey,2015,1834
USA,2015,1835
Germany,2015,1836
Spain,2015,1837
India,2015,1838
Sweden,2015,1839
China,2015,1840
Greece,2015,1841
China,2015,1842
USA,2015,1843
Spain,2015,1844
Australia,2015,1845
Poland,2015,1846
USA,2015,1847
Japan,2015,1848
Hong Kong,2015,1849
USA,2015,1850
Japan,2015,1851
Colombia,2015,1852
Italy,2015,1853
France,2015,1854
USA,2015,1855
USA,2015,1856
Japan,2015,1857
New Zealand,2015,1858
China,2015,1859
Spain,2015,1860
USA,2015,1861
Italy,2015,1862
Canada,2015,1863
Brazil,2015,1864
USA,2015,1865
Japan,2015,1866
Hungary,2015,1867
USA,2015,1868
Austria,2015,1869
Japan,2015,1870
Finland,2015,1871
France,2015,1872
Spain,2015,1873
United Kingdom,2015,1874
France,2015,1875
Italy,2015,1876
China,2015,1877
South Africa,2015,1878
India,2015,1879
Italy,2015,1880
Spain,2015,1881
Lebanon,2015,1882
United Kingdom,2015,1883
China,2015,1884
Slovak Republic,2015,1885
Spain,2015,1886
USA,2015,1887
Australia,2015,1888
Netherlands,2015,1889
Italy,2015,1890
Germany,2015,1891
United Kingdom,2015,1892
Spain,2015,1893
United Kingdom,2015,1894
Greece,2015,1895
United Kingdom,2015,1896
Iran,2015,1897
United Kingdom,2015,1898
France,2015,1899
Israel,2015,1900
Italy,2015,1901
Czech Republic,2015,1902
Italy,2015,1903
Saudi Arabia,2015,1904
China,2015,1905
China,2015,1906
United Kingdom,2015,1907
Taiwan,2015,1908
Spain,2015,1909
USA,2015,1910
Ireland,2015,1911
USA,2015,1912
Japan,2015,1913
India,2015,1914
Austria,2015,1915
Czech Republic,2015,1916
USA,2015,1917
USA,2015,1918
USA,2015,1919
United Kingdom,2015,1920
France,2015,1921
Japan,2015,1922
USA,2015,1923
Czech Republic,2015,1924
Turkey,2015,1925
Serbia,2015,1926
Japan,2015,1927
Japan,2015,1928
United Kingdom,2015,1929
Belgium,2015,1930
Hungary,2015,1931
Japan,2015,1932
Belgium,2015,1933
Spain,2015,1934
Finland,2015,1935
Japan,2015,1936
Japan,2015,1937
Spain,2015,1938
Germany,2015,1939
France,2015,1940
Belgium,2015,1941
Turkey,2015,1942
Austria,2015,1943
Argentina,2015,1944
Italy,2015,1945
USA,2015,1946
Italy,2015,1947
USA,2015,1948
China,2015,1949
France,2015,1950
Australia,2015,1951
USA,2015,1952
Austria,2015,1953
USA,2015,1954
Russia,2015,1955
South Korea,2015,1956
Taiwan,2015,1957
Switzerland,2015,1958
Japan,2015,1959
Japan,2015,1960
USA,2015,1961
USA,2015,1962
Japan,2015,1963
France,2015,1964
Italy,2015,1965
USA,2015,1966
Spain,2015,1967
Iran,2015,1968
France,2015,1969
South Korea,2015,1970
Japan,2015,1971
France,2015,1972
Japan,2015,1973
China,2015,1974
Japan,2015,1975
China,2015,1976
India,2015,1977
USA,2015,1978
Turkey,2015,1979
Japan,2015,1980
Canada,2015,1981
Poland,2015,1982
China,2015,1983
United Kingdom,2015,1984
Germany,2015,1985
Mexico,2015,1986
Germany,2015,1987
China,2015,1988
Norway,2015,1989
USA,2015,1990
Lithuania,2015,1991
USA,2015,1992
Germany,2015,1993
USA,2015,1994
China,2015,1995
Egypt,2015,1996
France,2015,1997
Japan,2015,1998
Spain,2015,1999
Japan,2015,2000
Germany,2015,2001
Italy,2015,2002
Taiwan,2015,2003
China,2015,2004
Chile,2015,2005
South Korea,2015,2006
Taiwan,2015,2007
Spain,2015,2008
USA,2015,2009
China,2015,2010
Australia,2015,2011
South Korea,2015,2012
South Korea,2015,2013
United Kingdom,2015,2014
Australia,2015,2015
France,2015,2016
Italy,2015,2017
Thailand,2015,2018
Hungary,2015,2019
Slovenia,2015,2020
United Kingdom,2015,2021
France,2015,2022
USA,2015,2023
United Kingdom,2015,2024
USA,2015,2025
Brazil,2015,2026
Japan,2015,2027
China,2015,2028
Australia,2015,2029
United Kingdom,2015,2030
France,2015,2031
USA,2015,2032
USA,2015,2033
South Korea,2015,2034
USA,2015,2035
Canada,2015,2036
Turkey,2015,2037
Japan,2015,2038
Japan,2015,2039
Japan,2015,2040
Spain,2015,2041
Turkey,2015,2042
Ireland,2015,2043
USA,2015,2044
Bulgaria,2015,2045
China,2015,2046
Saudi Arabia,2015,2047
Austria,2015,2048
Spain,2015,2049
USA,2015,2050
India,2015,2051
Turkey,2015,2052
Ireland,2015,2053
Iran,2015,2054
Japan,2015,2055
USA,2015,2056
Germany,2015,2057
China,2015,2058
France,2015,2059
South Korea,2015,2060
Canada,2015,2061
Japan,2015,2062
Japan,2015,2063
China,2015,2064
Taiwan,2015,2065
China,2015,2066
Uruguay,2015,2067
South Korea,2015,2068
Uganda,2015,2069
Canada,2015,2070
China,2015,2071
Spain,2015,2072
Australia,2015,2073
United Kingdom,2015,2074
Taiwan,2015,2075
Germany,2015,2076
China,2015,2077
South Korea,2015,2078
France,2015,2079
France,2015,2080
France,2015,2081
Australia,2015,2082
China,2015,2083
USA,2015,2084
United Kingdom,2015,2085
China,2015,2086
Japan,2015,2087
China,2015,2088
China,2015,2089
Poland,2015,2090
India,2015,2091
Hungary,2015,2092
USA,2015,2093
Spain,2015,2094
China,2015,2095
France,2015,2096
USA,2015,2097
South Korea,2015,2098
China,2015,2099
Japan,2015,2100
USA,2015,2101
Germany,2015,2102
Japan,2015,2103
China,2015,2104
Greece,2015,2105
USA,2015,2106
Canada,2015,2107
Japan,2015,2108
Japan,2015,2109
Canada,2015,2110
Poland,2015,2111
Iran,2015,2112
USA,2015,2113
Iran,2015,2114
Brazil,2015,2115
Taiwan,2015,2116
Canada,2015,2117
Brazil,2015,2118
Italy,2015,2119
Brazil,2015,2120
Poland,2015,2121
Italy,2015,2122
India,2015,2123
China,2015,2124
India,2015,2125
Japan,2015,2126
Spain,2015,2127
Cyprus,2015,2128
USA,2015,2129
Spain,2015,2130
Iran,2015,2131
Taiwan,2015,2132
Argentina,2015,2133
Brazil,2015,2134
Spain,2015,2135
USA,2015,2136
New Zealand,2015,2137
United Kingdom,2015,2138
Brazil,2015,2139
Spain,2015,2140
Brazil,2015,2141
Australia,2015,2142
China,2015,2143
Poland,2015,2144
Japan,2015,2145
Taiwan,2015,2146
China,2015,2147
China,2015,2148
China,2015,2149
United Arab Emirates,2015,2150
South Korea,2015,2151
South Korea,2015,2152
China,2015,2153
Turkey,2015,2154
China,2015,2155
Iran,2015,2156
China,2015,2157
Iran,2015,2158
Spain,2015,2159
Chile,2015,2160
Brazil,2015,2161
Puerto Rico,2015,2162
China,2015,2163
Poland,2015,2164
Egypt,2015,2165
France,2015,2166
Taiwan,2015,2167
Colombia,2015,2168
China,2015,2169
Japan,2015,2170
Taiwan,2015,2171
China,2015,2172
South Korea,2015,2173
Brazil,2015,2174
China,2015,2175
China,2015,2176
China,2015,2177
France,2015,2178
Taiwan,2015,2179
Czech Republic,2015,2180
Ireland,2015,2181
China,2015,2182
Taiwan,2015,2183
China,2015,2184
Russia,2015,2185
Romania,2015,2186
Romania,2015,2187
Egypt,2015,2188
France,2015,2189
China,2015,2190
China,2015,2191
Brazil,2015,2192
China,2015,2193
Canada,2015,2194
Saudi Arabia,2015,2195
Portugal,2015,2196
Egypt,2015,2197
Brazil,2015,2198
Spain,2015,2199
China,2015,2200
